Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Intra-state (civil) wars,Africa's World War of 1998-2002,"Civil war - for central control: Central African Republic, Chad, Democratic Republic of the Congo, Angola, Zimbabwe, Namibia, Sudan vs. Rwanda, Burundi, Uganda, RCD and MLC",1998,1999,145000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Al-Houthi Rebellion of 2014-2015,Civil war - for central control: Yemen vs. Ansar Allah,2014,2015,3600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Al-Houthi Rebellion of 2004-2005,Civil war - for central control: Yemen vs. Houthi Rebels,2004,2005,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Dominican Republic War of 1965,"Civil war - for central control: United States of America, Dominican Republic vs. Constitutionalists",1965,1965,1469,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Burmese War of 1965-1993,"Civil war - for central control: Burma vs. China, Karens & Communists",1965,1979,69000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Khmer Rouge War of 1971-1975,"Civil war - for central control: United States of America, Cambodia, Republic of Vietnam vs. Democratic Republic of Vietnam, Khmer Rouge",1971,1973,100398,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Argentine Leftists War of 1975-1976,Civil war - for central control: Argentina vs. Monteneros and ERP,1975,1976,4470,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Philippine - NPA War of 2005-2006,Civil war - for central control: Philippines vs. NPA,2005,2006,3327,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Yemeni Imamate  Rebellion of 1890-1892,Civil war - over local issues: Ottoman Empire vs. Yemen,1890,1892,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ali Pasha Rebellion of 1820-1822,Civil war - over local issues: Ottoman Empire vs. Ali Pasha Loyalists,1820,1822,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Liangshan Rebellion of 1955-1957,Civil war - over local issues: China vs. Liangshan Rebels,1955,1957,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Caucasus War of 1818-1822,Civil war - over local issues: Russia vs. Caucasus Rebels,1818,1822,11000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Naga Insurgency phase 1 of 1956-1957,Civil war - over local issues: India vs. Naga Home Guard,1956,1957,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Contestado Rebellion of 1914-1915,Civil war - over local issues: Brazil vs. Fanaticos,1914,1915,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Chechnya War of 1994-1996,Civil war - over local issues: Russia vs. Chechnya,1994,1996,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Greek Independence War of 1821-1828,"Civil war - over local issues: Ottoman Empire vs. United Kingdom, France, Russia, Greeks",1821,1827,65177,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Seventh Iraqi Kurds War of 1996,Civil war - over local issues: Iraq vs. PUK and INC,1996,1996,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Murid War of 1830-1832,Civil war - over local issues: Russia vs. Murids,1830,1832,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Albanian Revolt of 1830-1832,Civil war - over local issues: Ottoman Empire vs. Albanians and Bosnians,1830,1832,15000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Gansu Muslim War of 1895-1896,Civil war - over local issues: China vs. Gansu Muslims,1895,1896,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Belgian Independence War of 1830,Civil war - over local issues: Netherlands vs. Belgium,1830,1830,1100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Armenian Hunchak Uprising of 1895-1896,Civil war - over local issues: Ottoman Empire vs. Hunchaks,1895,1896,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Polish War of 1831,Civil war - over local issues: Russia vs. Poland,1831,1831,35000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Syrian War of 1831-1832,Civil war - over local issues: Ottoman Empire vs. Egypt,1831,1832,16000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Canudos Revolt of 1896-1897,Civil war - over local issues: Brazil vs. Conselhistas,1896,1897,15000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First South Sudan War of 1963-1972,"Civil war - over local issues: Sudan, Egypt vs. Anya Nya",1963,1972,100000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Yemeni Imamate Rebellion of 1898-1899,Civil war - over local issues: Ottoman Empire vs. Muhammad al-Mansur Loyalists,1898,1899,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second DRC War of 1964-1965,Civil war - over local issues: Democratic Republic of the Congo vs. Jeunesse,1964,1965,6250,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Greater Chechnya Revolt of 1825-1826,Civil war - over local issues: Russia vs. Chechnya,1825,1826,1100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Murid War of 1834,Civil war - over local issues: Russia vs. Murids,1834,1834,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cabanos Revolt of 1835-1837,Civil war - over local issues: Brazil vs. Cabanos,1835,1837,12000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Chechen War of 1999-2003,Civil war - over local issues: Russia vs. Chechen Rebels,1999,2003,8000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Farroupilha War of 1835-1845,Civil war - over local issues: Brazil vs. Farrapos,1835,1845,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Texan War of 1835-1836,Civil war - over local issues: Mexico vs. Texas,1835,1836,2200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Bosnian War of 1836,Civil war - over local issues: Ottoman Empire vs. Bosnians,1836,1836,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Murid War of 1836-1852,Civil war - over local issues: Russia vs. Murids,1836,1852,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sabinada Rebellion of 1837-1838,Civil war - over local issues: Brazil vs. Bahia Sabinada,1837,1838,1800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Biafra War of 1967-1970,Civil war - over local issues: Nigeria vs. Biafra,1967,1970,45000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cultural Revolution phase 2 of 1967-1968,Civil war - over local issues: China vs. Red Guards,1967,1968,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Balaiada Revolt of 1838-1841,Civil war - over local issues: Brazil vs. Balaida Rebels,1838,1841,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Syrian War of 1839,Civil war - over local issues: Ottoman Empire vs. Egypt,1839,1839,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Waziristan War of 2004-2006,"Civil war - over local issues: United States, Pakistan vs. Waziri tribes",2004,2006,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Miao Rebellion phase 2 of 1860-1872,Civil war - over local issues: China vs. Miao,1860,1872,100000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Syrian War of 1840-1841,"Civil war - over local issues: United Kingdom, Ottoman Empire vs. Egypt",1840,1841,15014,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Hawran Druze Rebellion of 1910,Civil war - over local issues: Ottoman Empire vs. Druzes,1910,1910,1100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Nish Uprising of 1841,Civil war - over local issues: Ottoman Empire vs. Nish,1841,1841,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Bosnian War of 1841,Civil war - over local issues: Ottoman Empire vs. Bosnians,1841,1841,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Philippine - Moro War of 1972-1981,Civil war - over local issues: Philippines vs. MNLF Moros,1972,1981,32000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ethiopian Northern Resistance of 1928-1930,Civil war - over local issues: Ethiopia vs. Northern Resistance,1928,1930,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Karbala Revolt of 1842-1843,Civil war - over local issues: Ottoman Empire vs. Karbala Gangs,1842,1843,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Nationalist Revolution of 1913,Civil war - over local issues: China vs. Republicans,1913,1913,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Baluchi Separatists War of 1973-1977,Civil war - over local issues: Pakistan vs. Baluchi Rebels,1973,1977,8600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,China Pai Ling (White Wolf) War of 1914,Civil war - over local issues: China vs. Pai-Lings,1914,1914,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sahil Revolt of 1864-1865,Civil war - over local issues: Tunisia vs. Ghadam-led Rebels,1864,1865,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Iraqi  Kurds War of 1974-1975,"Civil war - over local issues: Iraq vs. Iran, KDP-Barzani",1974,1975,4500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Eritrean War of 1975-1979,"Civil war - over local issues: Cuba, Ethiopia vs. EPLF and ELF",1975,1978,13100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Russian Turkestan Revolt of 1916-1917,Civil war - over local issues: Russia vs. Kirghiz & Kazaks,1916,1917,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,North Mali War of 2012-2013,"Civil war - over local issues: France, Mali, Nigeria, Chad vs. Northern Opposition",2012,2013,1080,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Milan Five Day Revolt of 1848,Civil war - over local issues: Austria vs. Milan Liberals,1848,1848,1030,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Mayan Caste War phase 2 of 1848-1855,Civil war - over local issues: Mexico vs. Mayans,1848,1855,105000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Hungarian War of 1848-1849,"Civil war - over local issues: Austria, Russia vs. Hungary",1848,1849,104600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Bosnian War of 1850-1851,Civil war - over local issues: Ottoman Empire vs. Bosnian and Montenegrin Beys,1850,1851,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Aleppo Revolt of 1850,Civil war - over local issues: Ottoman Empire vs. Aleppo,1850,1850,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,East Timorese War phase 3 of 1976-1979,Civil war - over local issues: Indonesia vs. FRETILIN,1976,1979,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Druze Rebellion of 1852,Civil war - over local issues: Ottoman Empire vs. Druze Alliance,1852,1852,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Turco-Montenegrin War of 1852-1853,Civil war - over local issues: Ottoman Empire vs. Montenegro and Hercegovina,1852,1853,6500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Donbas War of 2014-present,"Civil war - over local issues: Ukraine vs. Russia, Separatists",2014,,6700,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Epirus Revolt of 1854,Civil war - over local issues: Ottoman Empire vs. Greek Nationalists,1854,1854,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Greek Nationalists of Macedonia War of 1854,Civil war - over local issues: Ottoman Empire vs. Greek Nationalists in Macedonia,1854,1854,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Green Rebellion of 1920-1921,Civil war - over local issues: Soviet Russian Republic vs. Tambov Peasants,1920,1921,9200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bashmachi in Turketsan Revolt of 1920-1924,Civil war - over local issues: Soviet Russian Republic vs. Basmachi,1920,1924,3500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Libyan Insurrection of 1855-1856,Civil war - over local issues: Ottoman Empire vs. Libyan Rebels,1855,1856,1900,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Simko Rebellion of 1921-1922,Civil war - over local issues: Iran vs. Shikak Kurds,1921,1922,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Entre Rios War of 1873,Civil war - over local issues: Argentina vs. Entre Rios,1873,1873,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Catonalist Uprising of 1873-1874,Civil war - over local issues: Spain vs. Cantons,1873,1874,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Turco-Montenegrin War of 1858,Civil war - over local issues: Ottoman Empire vs. Montenegro,1858,1858,3400,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Chad - FAN War of 1980-1984,"Civil war - over local issues: Chad, Libya vs. France, Zaire, FAN",1980,1984,6200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Nigeria - Muslim War of 1980-1981,Civil war - over local issues: Nigeria vs. Al Masifu Sect,1980,1981,1055,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Defeat of Xinjiang Muslims of 1876-1878,Civil war - over local issues: China vs. Xinjiang Muslims,1876,1878,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kashmir Insurgency of 1992-2005,Civil war - over local issues: India vs. Kashmiri Guerillas,1992,2005,23476,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Tigrean & Eritrean War of 1982-1991,Civil war - over local issues: Ethiopia vs. TPLF & EPLF,1982,1991,235500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Nien Revolt  of 1860-1868,Civil war - over local issues: China vs. Nien Society,1860,1868,75000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Argentine Indians War of 1878-1879,Civil war - over local issues: Argentina vs. Indians,1878,1879,1700,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Panthay Rebellion phase 2 of 1860-1874,Civil war - over local issues: China vs. Hui Rebels,1860,1874,75000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,U.S. Civil War of 1861-1865,Civil war - over local issues: United States of America vs. Confederate States of America,1861,1865,618000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Mahdist Rebellion  phase 1 of 1881-1882,Civil war - over local issues: Egypt vs. Mahdists,1881,1882,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Turco-Montenegrin War of 1861-1862,Civil war - over local issues: Ottoman Empire vs. Montenegro and Hercegovina,1861,1862,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Tungan Rebellion of 1862-1873,Civil war - over local issues: China vs. Shaanxi and Gansu Muslims,1862,1873,200000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Peru's National Problem of 1885,Civil war - over local issues: Peru vs. Huarez Indians,1885,1885,2200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Turkish Kurds War of 1984-1986,Civil war - over local issues: Turkey vs. PKK,1984,1986,1600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Polish War of 1863-1864,Civil war - over local issues: Russia vs. Polish nationalists,1863,1864,11500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,South Yemeni Secessionist Revolt of 1994,Civil war - over local issues: Yemen vs. South Yemen,1994,1994,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bandit War of 1863,Civil war - over local issues: Italy vs. Sicilian Bandits,1863,1863,9000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Sri Lanka Tamil War of 1990-2001,Civil war - over local issues: Sri Lanka vs. LTTE,1990,2001,70000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Xinjiang Muslim Revolt of 1864-1866,Civil war - over local issues: China vs. Xinjiang Muslims,1864,1866,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Campaign Against Ibrahim Beg of 1930-1931,Civil war - over local issues: Afghanistan vs. Army of Islam,1930,1931,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Tonghak Rebellion phase 1 of 1894,"Civil war - over local issues: China, Korea vs. Tonghak Society",1894,1894,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Cretan War of 1866-1868,Civil war - over local issues: Ottoman Empire vs. Cretans,1866,1868,30000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Yellow Cliff Revolt of 1866,Civil war - over local issues: China vs. Zhang Jizhong-led Rebels,1866,1866,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Laotian War of 1976-1979,"Civil war - over local issues: Laos, Vietnam vs. Chao Fa Rebels",1976,1979,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Mongolian Armed Uprising of 1932,"Civil war - over local issues: USSR, Mongolia vs. Buddhist Rebels",1932,1932,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Punjab Rebellion of 1989-1993,Civil war - over local issues: India vs. Sikh Guerillas,1989,1993,7500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Iraqi Kurds War of 1961-1963,"Civil war - over local issues: Iraq, Syria vs. Kurds",1961,1963,8000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Cretan War of 1896-1897,Civil war - over local issues: Ottoman Empire vs. Cretans,1896,1897,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kosovo Independence War of 1998-1999,Civil war - over local issues: Yugoslavia vs. Kosovo,1998,1999,1200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Aceh War of 1990-1991,Civil war - over local issues: Indonesia vs. GAM,1990,1991,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Taiwan Revolt of 1947,Civil war - over local issues: China vs. Taiwanese,1947,1947,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Dersim Revolt of 1937-1938,Civil war - over local issues: Turkey vs. Dersim Kurds,1937,1938,1200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Entre Rios War of 1870-1871,Civil war - over local issues: Argentina vs. Entre Rios,1870,1871,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Weyane Rebellion of 1943,Civil war - over local issues: Ethiopia vs. Weyane Rebels,1943,1943,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
