Category ID,Category,Event,Event description,Country,
G65,List of volcanic eruptions,"Gamalama, 1840",Gamalama - Halmahera-Indonesia - Indonesia - 1840,Indonesia,
G65,List of volcanic eruptions,"Kilauea, 1840",Kilauea - Hawaiian Is - United States - 1840,United States,
G65,List of volcanic eruptions,"Ararat, 1840",Ararat - Turkey - Turkey - 1840,Turkey,
G65,List of volcanic eruptions,"Savo, 1840",Savo - Solomon Is-SW Pacifi - Solomon Is. - 1840,Solomon Islands,
G65,List of volcanic eruptions,"Tinakula, 1840",Tinakula - Santa Cruz Is-SW Pac - Solomon Is. - 1840,Solomon Islands,
G65,List of volcanic eruptions,"Kuchinoerabujima, 1841",Kuchinoerabujima - Ryukyu Is - Japan - 1841,Japan,
G65,List of volcanic eruptions,"Liamuiga, 1843",Liamuiga - W Indies - St. Kitts & Nevis - 1843,St. Kitts & Nevis,
G65,List of volcanic eruptions,"Soufriere Guadeloupe, 1843",Soufriere Guadeloupe - W Indies - Guadeloupe - 1843,Guadeloupe,France
G65,List of volcanic eruptions,"Lamongan, 1843",Lamongan - Java - Indonesia - 1843,Indonesia,
G65,List of volcanic eruptions,"Etna, 1843",Etna - Italy - Italy - 1843,Italy,
G65,List of volcanic eruptions,"Soputan, 1845",Soputan - Sulawesi-Indonesia - Indonesia - 1845,Indonesia,
G65,List of volcanic eruptions,"Ruiz, Nevado del, 1845","Ruiz, Nevado del - Colombia - Colombia - 1845",Colombia,
G65,List of volcanic eruptions,"Hekla, 1845",Hekla - Iceland-S - Iceland - 1845,Iceland,
G65,List of volcanic eruptions,"Taupo, 1846",Taupo - New Zealand - New Zealand - 1846,New Zealand,
G65,List of volcanic eruptions,"Tangkuban Parahu, 1846",Tangkuban Parahu - Java - Indonesia - 1846,Indonesia,
G65,List of volcanic eruptions,"Esan, 1846",Esan - Hokkaido-Japan - Japan - 1846,Japan,
G65,List of volcanic eruptions,"Fogo, 1847",Fogo - Cape Verde Is - Cape Verde - 1847,Cape Verde,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1847",Dieng Volcanic Complex - Java - Indonesia - 1847,Indonesia,
G65,List of volcanic eruptions,"Kelud, 1848",Kelud - Java - Indonesia - 1848,Indonesia,
G65,List of volcanic eruptions,"Rabaul, 1850",Rabaul - New Britain-SW Pac - Papua New Guinea - 1850,Papua New Guinea,
G65,List of volcanic eruptions,"Niuafo'ou, 1853",Niuafo'ou - Tonga-SW Pacific - Tonga - 1853,Tonga,
G65,List of volcanic eruptions,"Mayon, 1853",Mayon - Luzon-Philippines - Philippines - 1853,Philippines,
G65,List of volcanic eruptions,"Unnamed, 1853",Unnamed - Taiwan-E of - Taiwan - 1853,Taiwan,
G65,List of volcanic eruptions,"Sheveluch, 1854",Sheveluch - Kamchatka - Russia - 1854,Russia,
G65,List of volcanic eruptions,"Asosan, 1854",Asosan - Kyushu-Japan - Japan - 1854,Japan,
G65,List of volcanic eruptions,"Alaid, 1854",Alaid - Kuril Is - Russia - 1854,Russia,
G65,List of volcanic eruptions,"Awu, 1856",Awu - Sangihe Is-Indonesia - Indonesia - 1856,Indonesia,
G65,List of volcanic eruptions,"Shishaldin, 1856",Shishaldin - Aleutian Is - United States - 1856,United States,
G65,List of volcanic eruptions,"Hokkaido-Komagatake, 1856",Hokkaido-Komagatake - Hokkaido-Japan - Japan - 1856,Japan,
G65,List of volcanic eruptions,"Umboi, 1857",Umboi - New Guinea-NE of - Papua New Guinea - 1857,Papua New Guinea,
G65,List of volcanic eruptions,"Mayon, 1858",Mayon - Luzon-Philippines - Philippines - 1858,Philippines,
G65,List of volcanic eruptions,"Midagahara, 1858",Midagahara - Honshu-Japan - Japan - 1858,Japan,
G65,List of volcanic eruptions,"Midagahara, 1858",Midagahara - Honshu-Japan - Japan - 1858,Japan,
G65,List of volcanic eruptions,"Semeru, 1860",Semeru - Java - Indonesia - 1860,Indonesia,
G65,List of volcanic eruptions,"Fuego, 1860",Fuego - Guatemala - Guatemala - 1860,Guatemala,
G65,List of volcanic eruptions,"Grimsvotn, 1860",Grimsvotn - Iceland-NE - Iceland - 1860,Iceland,
G65,List of volcanic eruptions,"Dubbi, 1861",Dubbi - Africa-NE - Eritrea - 1861,Eritrea,
G65,List of volcanic eruptions,"Grimsvotn, 1861",Grimsvotn - Iceland-NE - Iceland - 1861,Iceland,
G65,List of volcanic eruptions,"Kie Besi, 1861",Kie Besi - Halmahera-Indonesia - Indonesia - 1861,Indonesia,
G65,List of volcanic eruptions,"Yasur, 1863",Yasur - Vanuatu-SW Pacific - Vanuatu - 1863,Vanuatu,
G65,List of volcanic eruptions,"Kelud, 1864",Kelud - Java - Indonesia - 1864,Indonesia,
G65,List of volcanic eruptions,"Santorini, 1866",Santorini - Greece - Greece - 1866,Greece,
G65,List of volcanic eruptions,"Ofu-Olosega, 1866",Ofu-Olosega - Samoa-SW Pacific - United States - 1866,United States,
G65,List of volcanic eruptions,"Zaozan [Zaosan], 1867",Zaozan [Zaosan] - Honshu-Japan - Japan - 1867,Japan,
G65,List of volcanic eruptions,"Mauna Loa, 1868",Mauna Loa - Hawaiian Is - United States - 1868,United States,
G65,List of volcanic eruptions,"Etna, 1868",Etna - Italy - Italy - 1868,Italy,
G65,List of volcanic eruptions,"Lewotobi, 1869",Lewotobi - Lesser Sunda Is - Indonesia - 1869,Indonesia,
G65,List of volcanic eruptions,"Lamongan, 1869",Lamongan - Java - Indonesia - 1869,Indonesia,
G65,List of volcanic eruptions,"Ruang, 1870",Ruang - Sangihe Is-Indonesia - Indonesia - 1870,Indonesia,
G65,List of volcanic eruptions,"Ambae, 1870",Ambae - Vanuatu-SW Pacific - Vanuatu - 1870,Vanuatu,
G65,List of volcanic eruptions,"Iliwerung, 1870",Iliwerung - Lesser Sunda Is - Indonesia - 1870,Indonesia,
G65,List of volcanic eruptions,"Ruang, 1871",Ruang - Sangihe Is-Indonesia - Indonesia - 1871,Indonesia,
G65,List of volcanic eruptions,"Camiguin, 1871",Camiguin - Mindanao-Philippines - Philippines - 1871,Philippines,
G65,List of volcanic eruptions,"Gamalama, 1871",Gamalama - Halmahera-Indonesia - Indonesia - 1871,Indonesia,
G65,List of volcanic eruptions,"Mayon, 1871",Mayon - Luzon-Philippines - Philippines - 1871,Philippines,
G65,List of volcanic eruptions,"Merapi, 1872",Merapi - Java - Indonesia - 1872,Indonesia,
G65,List of volcanic eruptions,"Merapi, 1872",Merapi - Java - Indonesia - 1872,Indonesia,
G65,List of volcanic eruptions,"Vesuvius, 1872",Vesuvius - Italy - Italy - 1872,Italy,
G65,List of volcanic eruptions,"Merapi, 1872",Merapi - Java - Indonesia - 1872,Indonesia,
G65,List of volcanic eruptions,"Asosan, 1872",Asosan - Kyushu-Japan - Japan - 1872,Japan,
G65,List of volcanic eruptions,"Sinarka, 1872",Sinarka - Kuril Is - Russia - 1872,Russia,
G65,List of volcanic eruptions,"Ragang, 1873",Ragang - Mindanao-Philippines - Philippines - 1873,Philippines,
G65,List of volcanic eruptions,"Vesuvius, 1873",Vesuvius - Italy - Italy - 1873,Italy,
G65,List of volcanic eruptions,"Miyakejima, 1874",Miyakejima - Izu Is-Japan - Japan - 1874,Japan,
G65,List of volcanic eruptions,"Taal, 1874",Taal - Luzon-Philippines - Philippines - 1874,Philippines,
G65,List of volcanic eruptions,"Kelud, 1875",Kelud - Java - Indonesia - 1875,Indonesia,
G65,List of volcanic eruptions,"Askja, 1875",Askja - Iceland-NE - Iceland - 1875,Iceland,
G65,List of volcanic eruptions,"Mayon, 1875",Mayon - Luzon-Philippines - Philippines - 1875,Philippines,
G65,List of volcanic eruptions,"Mauna Loa, 1877",Mauna Loa - Hawaiian Is - United States - 1877,United States,
G65,List of volcanic eruptions,"Cotopaxi, 1877",Cotopaxi - Ecuador - Ecuador - 1877,Ecuador,
G65,List of volcanic eruptions,"Yasur, 1878",Yasur - Vanuatu-SW Pacific - Vanuatu - 1878,Vanuatu,
G65,List of volcanic eruptions,"Rabaul, 1878",Rabaul - New Britain-SW Pac - Papua New Guinea - 1878,Papua New Guinea,
G65,List of volcanic eruptions,"Yasur, 1878",Yasur - Vanuatu-SW Pacific - Vanuatu - 1878,Vanuatu,
G65,List of volcanic eruptions,"Okmok, 1878",Okmok - Aleutian Is - United States - 1878,United States,
G65,List of volcanic eruptions,"Stromboli, 1879",Stromboli - Italy - Italy - 1879,Italy,
G65,List of volcanic eruptions,"Karthala, 1883",Karthala - Indian O-W - Comoros - 1883,Comoros,
G65,List of volcanic eruptions,"Krakatau, 1883",Krakatau - Indonesia - Indonesia - 1883,Indonesia,
G65,List of volcanic eruptions,"Augustine, 1883",Augustine - Alaska-SW - United States - 1883,United States,
G65,List of volcanic eruptions,"Krakatau, 1883",Krakatau - Indonesia - Indonesia - 1883,Indonesia,
G65,List of volcanic eruptions,"Bagana, 1883",Bagana - Bougainville-SW Paci - Papua New Guinea - 1883,Papua New Guinea,
G65,List of volcanic eruptions,"Krakatau, 1884",Krakatau - Indonesia - Indonesia - 1884,Indonesia,
G65,List of volcanic eruptions,"Semeru, 1885",Semeru - Java - Indonesia - 1885,Indonesia,
G65,List of volcanic eruptions,"Purace, 1885",Purace - Colombia - Colombia - 1885,Colombia,
G65,List of volcanic eruptions,"Tungurahua, 1886",Tungurahua - Ecuador - Ecuador - 1886,Ecuador,
G65,List of volcanic eruptions,"Okataina, 1886",Okataina - New Zealand - New Zealand - 1886,New Zealand,
G65,List of volcanic eruptions,"Niuafo'ou, 1886",Niuafo'ou - Tonga-SW Pacific - Tonga - 1886,Tonga,
G65,List of volcanic eruptions,"Mayon, 1887",Mayon - Luzon-Philippines - Philippines - 1887,Philippines,
G65,List of volcanic eruptions,"Ritter Island, 1888",Ritter Island - New Guinea-NE of - Papua New Guinea - 1888,Papua New Guinea,
G65,List of volcanic eruptions,"Bandaisan, 1888",Bandaisan - Honshu-Japan - Japan - 1888,Japan,
G65,List of volcanic eruptions,"Banua Wuhu, 1889",Banua Wuhu - Sangihe Is-Indonesia - Indonesia - 1889,Indonesia,
G65,List of volcanic eruptions,"Kie Besi, 1890",Kie Besi - Halmahera-Indonesia - Indonesia - 1890,Indonesia,
G65,List of volcanic eruptions,"Victory, 1890",Victory - New Guinea - Papua New Guinea - 1890,Papua New Guinea,
G65,List of volcanic eruptions,"Sorikmarapi, 1892",Sorikmarapi - Sumatra - Indonesia - 1892,Indonesia,
G65,List of volcanic eruptions,"Awu, 1892",Awu - Sangihe Is-Indonesia - Indonesia - 1892,Indonesia,
G65,List of volcanic eruptions,"Tofua, 1892",Tofua - Tonga-SW Pacific - Tonga - 1892,Tonga,
G65,List of volcanic eruptions,"Calbuco, 1893",Calbuco - Chile-S - Chile - 1893,Chile,
G65,List of volcanic eruptions,"Azumayama, 1893",Azumayama - Honshu-Japan - Japan - 1893,Japan,
G65,List of volcanic eruptions,"Ambrym, 1894",Ambrym - Vanuatu-SW Pacific - Vanuatu - 1894,Vanuatu,
G65,List of volcanic eruptions,"Semeru, 1895",Semeru - Java - Indonesia - 1895,Indonesia,
G65,List of volcanic eruptions,"Karkar, 1895",Karkar - New Guinea-NE of - Papua New Guinea - 1895,Papua New Guinea,
G65,List of volcanic eruptions,"Kirishimayama, 1895",Kirishimayama - Kyushu-Japan - Japan - 1895,Japan,
G65,List of volcanic eruptions,"Dakataua, 1895",Dakataua - New Britain-SW Pac - Papua New Guinea - 1895,Papua New Guinea,
G65,List of volcanic eruptions,"Kirishimayama, 1896",Kirishimayama - Kyushu-Japan - Japan - 1896,Japan,
G65,List of volcanic eruptions,"Tinakula, 1897",Tinakula - Santa Cruz Is-SW Pac - Solomon Is. - 1897,Solomon Islands,
G65,List of volcanic eruptions,"Mayon, 1897",Mayon - Luzon-Philippines - Philippines - 1897,Philippines,
G65,List of volcanic eruptions,"Dona Juana, 1899",Dona Juana - Colombia - Colombia - 1899,Colombia,
G65,List of volcanic eruptions,"Manam, 1899",Manam - New Guinea-NE of - Papua New Guinea - 1899,Papua New Guinea,
G65,List of volcanic eruptions,"Asamayama, 1900",Asamayama - Honshu-Japan - Japan - 1900,Japan,
G65,List of volcanic eruptions,"Kirishimayama, 1900",Kirishimayama - Kyushu-Japan - Japan - 1900,Japan,
G65,List of volcanic eruptions,"Adatarayama, 1900",Adatarayama - Honshu-Japan - Japan - 1900,Japan,
G65,List of volcanic eruptions,"Tullu Moye, 1900",Tullu Moye - Africa-NE - Ethiopia - 1900,Ethiopia,
G65,List of volcanic eruptions,"Kelud, 1901",Kelud - Java - Indonesia - 1901,Indonesia,
G65,List of volcanic eruptions,"Epi, 1901",Epi - Vanuatu-SW Pacific - Vanuatu - 1901,Vanuatu,
G65,List of volcanic eruptions,"Pelee, 1902",Pelee - W Indies - Martinique - 1902,Martinique,
G65,List of volcanic eruptions,"Soufriere St. Vincent, 1902",Soufriere St. Vincent - W Indies - St. Vincent & the Grenadines - 1902,St. Vincent & the Grenadines,
G65,List of volcanic eruptions,"Pelee, 1902",Pelee - W Indies - Martinique - 1902,Martinique,
G65,List of volcanic eruptions,"Pelee, 1902",Pelee - W Indies - Martinique - 1902,Martinique,
G65,List of volcanic eruptions,"Izu-Torishima, 1902",Izu-Torishima - Izu Is-Japan - Japan - 1902,Japan,
G65,List of volcanic eruptions,"Pelee, 1902",Pelee - W Indies - Martinique - 1902,Martinique,
G65,List of volcanic eruptions,"Santa Maria, 1902",Santa Maria - Guatemala - Guatemala - 1902,Guatemala,
G65,List of volcanic eruptions,"Merapi, 1902",Merapi - Java - Indonesia - 1902,Indonesia,
G65,List of volcanic eruptions,"Okataina, 1903",Okataina - New Zealand - New Zealand - 1903,New Zealand,
G65,List of volcanic eruptions,"Karthala, 1903",Karthala - Indian O-W - Comoros - 1903,Comoros,
G65,List of volcanic eruptions,"Karthala, 1904",Karthala - Indian O-W - Comoros - 1904,Comoros,
G65,List of volcanic eruptions,"Vesuvius, 1905",Vesuvius - Italy - Italy - 1905,Italy,
G65,List of volcanic eruptions,"Savai'i, 1905",Savai'i - Samoa-SW Pacific - Samoa - 1905,Samoa,
G65,List of volcanic eruptions,"Vesuvius, 1906",Vesuvius - Italy - Italy - 1906,Italy,
G65,List of volcanic eruptions,"Savai'i, 1906",Savai'i - Samoa-SW Pacific - Samoa - 1906,Samoa,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Unnamed, 1907",Unnamed - Tonga-SW Pacific - Tonga - 1907,Tonga,
G65,List of volcanic eruptions,"Alayta, 1907",Alayta - Africa-NE - Ethiopia - 1907,Ethiopia,
G65,List of volcanic eruptions,"Lewotobi, 1907",Lewotobi - Lesser Sunda Is - Indonesia - 1907,Indonesia,
G65,List of volcanic eruptions,"Savai'i, 1907",Savai'i - Samoa-SW Pacific - Samoa - 1907,Samoa,
G65,List of volcanic eruptions,"Cameroon, 1909",Cameroon - Africa-W - Cameroon - 1909,Cameroon,
G65,List of volcanic eruptions,"Semeru, 1909",Semeru - Java - Indonesia - 1909,Indonesia,
G65,List of volcanic eruptions,"Taupo, 1910",Taupo - New Zealand - New Zealand - 1910,New Zealand,
G65,List of volcanic eruptions,"Toya, 1910",Toya - Hokkaido-Japan - Japan - 1910,Japan,
G65,List of volcanic eruptions,"Taal, 1911",Taal - Luzon-Philippines - Philippines - 1911,Philippines,
G65,List of volcanic eruptions,"Asamayama, 1911",Asamayama - Honshu-Japan - Japan - 1911,Japan,
G65,List of volcanic eruptions,"Asamayama, 1911",Asamayama - Honshu-Japan - Japan - 1911,Japan,
G65,List of volcanic eruptions,"Piparo, 1911",Piparo - Trinidad - Trinidad - 1911,Trinidad,
G65,List of volcanic eruptions,"Semeru, 1911",Semeru - Java - Indonesia - 1911,Indonesia,
G65,List of volcanic eruptions,"Novarupta, 1912",Novarupta - Alaska Peninsula - United States - 1912,United States,
G65,List of volcanic eruptions,"Nyamulagira, 1912","Nyamulagira - Africa-C - Congo, DRC - 1912",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"Colima, 1913",Colima - Mexico - Mexico - 1913,Mexico,
G65,List of volcanic eruptions,"Awu, 1913",Awu - Sangihe Is-Indonesia - Indonesia - 1913,Indonesia,
G65,List of volcanic eruptions,"Asamayama, 1913",Asamayama - Honshu-Japan - Japan - 1913,Japan,
G65,List of volcanic eruptions,"Semeru, 1913",Semeru - Java - Indonesia - 1913,Indonesia,
G65,List of volcanic eruptions,"Ambrym, 1913",Ambrym - Vanuatu-SW Pacific - Vanuatu - 1913,Vanuatu,
G65,List of volcanic eruptions,"Aira, 1914",Aira - Kyushu-Japan - Japan - 1914,Japan,
G65,List of volcanic eruptions,"Witori, 1914",Witori - New Britain-SW Pac - Papua New Guinea - 1914,Papua New Guinea,
G65,List of volcanic eruptions,"Whakaari/White Island, 1914",Whakaari/White Island - New Zealand - New Zealand - 1914,New Zealand,
G65,List of volcanic eruptions,"Ambae, 1914",Ambae - Vanuatu-SW Pacific - Vanuatu - 1914,Vanuatu,
G65,List of volcanic eruptions,"Tungurahua, 1916",Tungurahua - Ecuador - Ecuador - 1916,Ecuador,
G65,List of volcanic eruptions,"Stromboli, 1916",Stromboli - Italy - Italy - 1916,Italy,
G65,List of volcanic eruptions,"Lengai, Ol Doinyo, 1917","Lengai, Ol Doinyo - Africa-E - Tanzania - 1917",Tanzania,
G65,List of volcanic eruptions,"Okataina, 1917",Okataina - New Zealand - New Zealand - 1917,New Zealand,
G65,List of volcanic eruptions,"Calbuco, 1917",Calbuco - Chile-S - Chile - 1917,Chile,
G65,List of volcanic eruptions,"San Salvador, 1917",San Salvador - El Salvador - El Salvador - 1917,El Salvador,
G65,List of volcanic eruptions,"Banua Wuhu, 1918",Banua Wuhu - Sangihe Is-Indonesia - Indonesia - 1918,Indonesia,
G65,List of volcanic eruptions,"Katla, 1918",Katla - Iceland-S - Iceland - 1918,Iceland,
G65,List of volcanic eruptions,"Popocatepetl, 1919",Popocatepetl - Mexico - Mexico - 1919,Mexico,
G65,List of volcanic eruptions,"Banua Wuhu, 1919",Banua Wuhu - Sangihe Is-Indonesia - Indonesia - 1919,Indonesia,
G65,List of volcanic eruptions,"Kelud, 1919",Kelud - Java - Indonesia - 1919,Indonesia,
G65,List of volcanic eruptions,"Stromboli, 1919",Stromboli - Italy - Italy - 1919,Italy,
G65,List of volcanic eruptions,"Nasudake, 1919",Nasudake - Honshu-Japan - Japan - 1919,Japan,
G65,List of volcanic eruptions,"Mauna Loa, 1919",Mauna Loa - Hawaiian Is - United States - 1919,United States,
G65,List of volcanic eruptions,"Merapi, 1920",Merapi - Java - Indonesia - 1920,Indonesia,
G65,List of volcanic eruptions,"Izalco, 1920",Izalco - El Salvador - El Salvador - 1920,El Salvador,
G65,List of volcanic eruptions,"Nasudake, 1921",Nasudake - Honshu-Japan - Japan - 1921,Japan,
G65,List of volcanic eruptions,"Cendres, Ile des, 1923","Cendres, Ile des - SE Asia - Vietnam - 1923",Vietnam,
G65,List of volcanic eruptions,"Papandayan, 1923",Papandayan - Java - Indonesia - 1923,Indonesia,
G65,List of volcanic eruptions,"Tangkuban Parahu, 1923",Tangkuban Parahu - Java - Indonesia - 1923,Indonesia,
G65,List of volcanic eruptions,"Kirishimayama, 1923",Kirishimayama - Kyushu-Japan - Japan - 1923,Japan,
G65,List of volcanic eruptions,"Kilauea, 1924",Kilauea - Hawaiian Is - United States - 1924,United States,
G65,List of volcanic eruptions,"Tokachidake, 1926",Tokachidake - Hokkaido-Japan - Japan - 1926,Japan,
G65,List of volcanic eruptions,"Tokachidake, 1926",Tokachidake - Hokkaido-Japan - Japan - 1926,Japan,
G65,List of volcanic eruptions,"Esjufjoll, 1927",Esjufjoll - Iceland-SE - Iceland - 1927,Iceland,
G65,List of volcanic eruptions,"Santorini, 1928",Santorini - Greece - Greece - 1928,Greece,
G65,List of volcanic eruptions,"Mayon, 1928",Mayon - Luzon-Philippines - Philippines - 1928,Philippines,
G65,List of volcanic eruptions,"Krakatau, 1928",Krakatau - Indonesia - Indonesia - 1928,Indonesia,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1928",Dieng Volcanic Complex - Java - Indonesia - 1928,Indonesia,
G65,List of volcanic eruptions,"Paluweh, 1928",Paluweh - Lesser Sunda Is - Indonesia - 1928,Indonesia,
G65,List of volcanic eruptions,"Etna, 1928",Etna - Italy - Italy - 1928,Italy,
G65,List of volcanic eruptions,"Calbuco, 1929",Calbuco - Chile-S - Chile - 1929,Chile,
G65,List of volcanic eruptions,"Hokkaido-Komagatake, 1929",Hokkaido-Komagatake - Hokkaido-Japan - Japan - 1929,Japan,
G65,List of volcanic eruptions,"Etna, 1929",Etna - Italy - Italy - 1929,Italy,
G65,List of volcanic eruptions,"Santa Maria, 1929",Santa Maria - Guatemala - Guatemala - 1929,Guatemala,
G65,List of volcanic eruptions,"Krakatau, 1930",Krakatau - Indonesia - Indonesia - 1930,Indonesia,
G65,List of volcanic eruptions,"Asamayama, 1930",Asamayama - Honshu-Japan - Japan - 1930,Japan,
G65,List of volcanic eruptions,"Stromboli, 1930",Stromboli - Italy - Italy - 1930,Italy,
G65,List of volcanic eruptions,"Merapi, 1930",Merapi - Java - Indonesia - 1930,Indonesia,
G65,List of volcanic eruptions,"Asamayama, 1931",Asamayama - Honshu-Japan - Japan - 1931,Japan,
G65,List of volcanic eruptions,"Fuego, 1932",Fuego - Guatemala - Guatemala - 1932,Guatemala,
G65,List of volcanic eruptions,"Merapi, 1932",Merapi - Java - Indonesia - 1932,Indonesia,
G65,List of volcanic eruptions,"Kusatsu-Shiranesan, 1932",Kusatsu-Shiranesan - Honshu-Japan - Japan - 1932,Japan,
G65,List of volcanic eruptions,"Kharimkotan, 1933",Kharimkotan - Kuril Is - Russia - 1933,Russia,
G65,List of volcanic eruptions,"Hakoneyama, 1933",Hakoneyama - Honshu-Japan - Japan - 1933,Japan,
G65,List of volcanic eruptions,"Kuchinoerabujima, 1933",Kuchinoerabujima - Ryukyu Is - Japan - 1933,Japan,
G65,List of volcanic eruptions,"Bulusan, 1933",Bulusan - Luzon-Philippines - Philippines - 1933,Philippines,
G65,List of volcanic eruptions,"Hood, 1934",Hood - US-Oregon - United States - 1934,United States,
G65,List of volcanic eruptions,"Asamayama, 1936",Asamayama - Honshu-Japan - Japan - 1936,Japan,
G65,List of volcanic eruptions,"Dona Juana, 1936",Dona Juana - Colombia - Colombia - 1936,Colombia,
G65,List of volcanic eruptions,"Llaima, 1937",Llaima - Chile-C - Chile - 1937,Chile,
G65,List of volcanic eruptions,"Rabaul, 1937",Rabaul - New Britain-SW Pac - Papua New Guinea - 1937,Papua New Guinea,
G65,List of volcanic eruptions,"Nyamulagira, 1938","Nyamulagira - Africa-C - Congo, DRC - 1938",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"Bandaisan, 1938",Bandaisan - Honshu-Japan - Japan - 1938,Japan,
G65,List of volcanic eruptions,"Mayon, 1938",Mayon - Luzon-Philippines - Philippines - 1938,Philippines,
G65,List of volcanic eruptions,"Asamayama, 1938",Asamayama - Honshu-Japan - Japan - 1938,Japan,
G65,List of volcanic eruptions,"Kick 'em Jenny, 1939",Kick 'em Jenny - W Indies - Netherlands - 1939,Netherlands,
G65,List of volcanic eruptions,"Izu-Torishima, 1939",Izu-Torishima - Izu Is-Japan - Japan - 1939,Japan,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1939",Dieng Volcanic Complex - Java - Indonesia - 1939,Indonesia,
G65,List of volcanic eruptions,"Karangetang, 1940",Karangetang - Sangihe Is-Indonesia - Indonesia - 1940,Indonesia,
G65,List of volcanic eruptions,"Miyakejima, 1940",Miyakejima - Izu Is-Japan - Japan - 1940,Japan,
G65,List of volcanic eruptions,"Lengai, Ol Doinyo, 1940","Lengai, Ol Doinyo - Africa-E - Tanzania - 1940",Tanzania,
G65,List of volcanic eruptions,"Asamayama, 1941",Asamayama - Honshu-Japan - Japan - 1941,Japan,
G65,List of volcanic eruptions,"Semeru, 1941",Semeru - Java - Indonesia - 1941,Indonesia,
G65,List of volcanic eruptions,"Michoacan-Guanajuato, 1943",Michoacan-Guanajuato - Mexico - Mexico - 1943,Mexico,
G65,List of volcanic eruptions,"Azul, Cerro, 1943","Azul, Cerro - Galapagos - Ecuador - 1943",Ecuador,
G65,List of volcanic eruptions,"Vesuvius, 1944",Vesuvius - Italy - Italy - 1944,Italy,
G65,List of volcanic eruptions,"Cleveland, 1944",Cleveland - Aleutian Is - United States - 1944,United States,
G65,List of volcanic eruptions,"Toya, 1944",Toya - Hokkaido-Japan - Japan - 1944,Japan,
G65,List of volcanic eruptions,"Stromboli, 1944",Stromboli - Italy - Italy - 1944,Italy,
G65,List of volcanic eruptions,"Toya, 1944",Toya - Hokkaido-Japan - Japan - 1944,Japan,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1944",Dieng Volcanic Complex - Java - Indonesia - 1944,Indonesia,
G65,List of volcanic eruptions,"Toya, 1944",Toya - Hokkaido-Japan - Japan - 1944,Japan,
G65,List of volcanic eruptions,"Aira, 1946",Aira - Kyushu-Japan - Japan - 1946,Japan,
G65,List of volcanic eruptions,"Semeru, 1946",Semeru - Java - Indonesia - 1946,Indonesia,
G65,List of volcanic eruptions,"Semeru, 1946",Semeru - Java - Indonesia - 1946,Indonesia,
G65,List of volcanic eruptions,"Sarychev Peak, 1946",Sarychev Peak - Kuril Is - Russia - 1946,Russia,
G65,List of volcanic eruptions,"Mayon, 1947",Mayon - Luzon-Philippines - Philippines - 1947,Philippines,
G65,List of volcanic eruptions,"Asamayama, 1947",Asamayama - Honshu-Japan - Japan - 1947,Japan,
G65,List of volcanic eruptions,"Akagisan, 1947",Akagisan - Honshu-Japan - Japan - 1947,Japan,
G65,List of volcanic eruptions,"Hekla, 1947",Hekla - Iceland-S - Iceland - 1947,Iceland,
G65,List of volcanic eruptions,"Iliwerung, 1948",Iliwerung - Lesser Sunda Is - Indonesia - 1948,Indonesia,
G65,List of volcanic eruptions,"Villarrica, 1949",Villarrica - Chile-C - Chile - 1949,Chile,
G65,List of volcanic eruptions,"Purace, 1949",Purace - Colombia - Colombia - 1949,Colombia,
G65,List of volcanic eruptions,"Camiguin, 1949",Camiguin - Mindanao-Philippines - Philippines - 1949,Philippines,
G65,List of volcanic eruptions,"Semeru, 1950",Semeru - Java - Indonesia - 1950,Indonesia,
G65,List of volcanic eruptions,"Camiguin, 1950",Camiguin - Mindanao-Philippines - Philippines - 1950,Philippines,
G65,List of volcanic eruptions,"Asamayama, 1950",Asamayama - Honshu-Japan - Japan - 1950,Japan,
G65,List of volcanic eruptions,"Lamington, 1951",Lamington - New Guinea - Papua New Guinea - 1951,Papua New Guinea,
G65,List of volcanic eruptions,"Cosiguina, 1951",Cosiguina - Nicaragua - Nicaragua - 1951,Nicaragua,
G65,List of volcanic eruptions,"Kelud, 1951",Kelud - Java - Indonesia - 1951,Indonesia,
G65,List of volcanic eruptions,"Hakoneyama, 1951",Hakoneyama - Honshu-Japan - Japan - 1951,Japan,
G65,List of volcanic eruptions,"Camiguin, 1951",Camiguin - Mindanao-Philippines - Philippines - 1951,Philippines,
G65,List of volcanic eruptions,"Kavachi, 1951",Kavachi - Solomon Is-SW Pacifi - Solomon Is. - 1951,Solomon Islands,
