Category ID,Category,Event,Event description,Country
G67,List of heads of state and government who died in office,Gnassingbé Eyadéma,President - Togo - Heart attack - Tunis,Togo
G67,List of heads of state and government who died in office,Zurab Zhvania,Prime Minister - Georgia - Accident - poisoning - Tbilisi,Georgia
G67,List of heads of state and government who died in office,Maktoum bin Rashid Al Maktoum,Prime Minister - United Arab Emirates - Heart attack - Gold Coast,United Arab Emirates
G67,List of heads of state and government who died in office,Ibrahim Rugova,President - Kosovo - Illness - lung cancer - Pristina,Kosovo
G67,List of heads of state and government who died in office,Saparmurat Niyazov,President - Turkmenistan - Heart attack - Ashgabat,Turkmenistan
G67,List of heads of state and government who died in office,Pascal Yoadimnadji,Prime Minister - Chad - Heart attack - Paris,Chad
G67,List of heads of state and government who died in office,Andranik Markaryan,Prime Minister - Armenia - Heart attack - Yerevan,Armenia
G67,List of heads of state and government who died in office,Sir John Compton,Prime Minister - Saint Lucia - Stroke - Castries,Saint Lucia
G67,List of heads of state and government who died in office,Soe Win,Prime Minister - Burma - Illness - leukaemia - Beijing,Burma
G67,List of heads of state and government who died in office,Levy Mwanawasa,President - Zambia - Stroke - Paris,Zambia
G67,List of heads of state and government who died in office,Lansana Conté,President - Guinea - Illness - Conakry,Guinea
G67,List of heads of state and government who died in office,Omar Bongo,President - Gabon - Heart attack - Barcelona,Gabon
G67,List of heads of state and government who died in office,João Bernardo Vieira,President - Guinea-Bissau - Assassination - shooting - Cairo,Guinea-Bissau
G67,List of heads of state and government who died in office,Lech Kaczyński,President - Poland - Accident - plane crashed on ground - Smolensk,Poland
G67,List of heads of state and government who died in office,Umaru Musa Yar'Adua,President - Nigeria - Illness - pericarditis - Milan,Nigeria
G67,List of heads of state and government who died in office,David Thompson,Prime Minister - Barbados - Illness - pancreatic cancer - Saint Philip,Barbados
G67,List of heads of state and government who died in office,Sergey Bagapsh,President - Abkhazia - Illness - complications from surgery - Moscow,Abkhazia
G67,List of heads of state and government who died in office,Muammar Gaddafi,Brotherly Leader and Guide of the Revolution - Libya - Assassination - shooting - Sirte,Libya
G67,List of heads of state and government who died in office,Kim Jong Il,General Secretary of the Workers' Party - North Korea - Heart attack - Pyongyang,North Korea
G67,List of heads of state and government who died in office,Malam Bacai Sanhá,President - Guinea-Bissau - Illness - Paris,Guinea-Bissau
G67,List of heads of state and government who died in office,Bingu wa Mutharika,President - Malawi - Heart attack - Lilongwe,Malawi
G67,List of heads of state and government who died in office,John Atta Mills,President - Ghana - Stroke - Accra,Ghana
G67,List of heads of state and government who died in office,Meles Zenawi,Prime Minister - Ethiopia - Illness - Brussels,Ethiopia
G67,List of heads of state and government who died in office,Hugo Chávez,President - Venezuela - Illness - unspecified form of cancer - Caracas,Venezuela
G67,List of heads of state and government who died in office,Zillur Rahman,President - Bangladesh - Illness - lung problems - Singapore,Bangladesh
G67,List of heads of state and government who died in office,Michael Sata,President - Zambia - Illness - London,Zambia
G67,List of heads of state and government who died in office,Mohamed Abdelaziz,President - Western Sahara - Lung cancer - Tindouf,Western Sahara
G67,List of heads of state and government who died in office,Islam Karimov,President - Uzbekistan - Stroke - Omsk,Uzbekistan
G67,List of heads of state and government who died in office,Sir Michael Ogio,Governor-General - Papua New Guinea - Illness - Port Moresby,Papua New Guinea
G67,List of heads of state and government who died in office,Baldwin Lonsdale,President - Vanuatu - Heart attack - Port Vila,Vanuatu
G67,List of heads of state and government who died in office,Alexander Zakharchenko,Head of the Republic and Prime Minister - Donetsk People's Republic - Assassination - bombing - / Donetsk,Donetsk People's Republic
G67,List of heads of state and government who died in office,Gennadi Gagulia,Prime Minister - Abkhazia - Accident - car crashed on road - / Myussera,Abkhazia
G67,List of heads of state and government who died in office,Trần Đại Quang,President - Vietnam - Illness - viral infection - Kunming,Vietnam
G67,List of heads of state and government who died in office,Beji Caid Essebsi,President - Tunisia - Illness - Tunis,Tunisia
G67,List of heads of state and government who died in office,ʻAkilisi Pōhiva,Prime Minister - Tonga - Illness - pneumonia - Auckland,Tonga
G67,List of heads of state and government who died in office,Pierre Nkurunziza,President - Burundi - Illness - cardiac arrest & suspected COVID-19 - Karuzi,Burundi
G67,List of heads of state and government who died in office,Amadou Gon Coulibaly,Prime Minister - Ivory Coast - Illness - Abidjan,Ivory Coast
G67,List of heads of state and government who died in office,Khalifa bin Salman Al Khalifa,Prime Minister - Bahrain - Illness - Rochester,Bahrain
G67,List of heads of state and government who died in office,Ambrose Mandvulo Dlamini,Prime Minister - Eswatini - Illness - COVID-19 - Johannesburg,Eswatini
G67,List of heads of state and government who died in office,Hamed Bakayoko,"Prime Minister - Ivory Coast - Illness - malaria, cancer & suspected COVID-19 - Freiburg im Breisgau",Ivory Coast
G67,List of heads of state and government who died in office,John Magufuli,President - Tanzania - Illness - heart condition & suspected COVID-19 - Dar es Salaam,Tanzania
G67,List of heads of state and government who died in office,Idriss Déby,President - Chad - Killed in battle - Tibesti,Chad
G67,List of heads of state and government who died in office,Jovenel Moïse,President - Haiti - Assassination - shooting - Port-au-Prince,Haiti
G67,List of heads of state and government who died in office,Khalifa bin Zayed Al Nahyan,President - United Arab Emirates - Natural causes - Abu Dhabi,United Arab Emirates
