Category ID,Category,Event,Event description,country,ccode,type
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany","Netherlands, Kingdom of the",NLD,Polity
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Serbia,SRB,Both
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Türkiye,TUR,Polity
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",United Kingdom of Great Britain and Northern Ireland (the),GBR,Polity
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",United States of America (the),USA,Polity
G3,Inter-state wars,War of Attrition,"Inter-state war: Egypt, Israel",Egypt,EGY,Both
G3,Inter-state wars,War of Attrition,"Inter-state war: Egypt, Israel",Israel,ISR,Both
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Bolivia (Plurinational State of),BOL,Both
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Chile,CHL,Both
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Peru,PER,Both
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Angola,AGO,Both
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Congo (the Democratic Republic of the),COD,Polity
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Cuba,CUB,Polity
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",South Africa,ZAF,Polity
G3,Inter-state wars,War over Lebanon,"Inter-state war: Israel, Syria",Israel,ISR,Polity
G3,Inter-state wars,War over Lebanon,"Inter-state war: Israel, Syria",Lebanon,LBN,Both
G3,Inter-state wars,War over Lebanon,"Inter-state war: Israel, Syria",Syrian Arab Republic (the),SYR,Polity
G3,Inter-state wars,War over the Aouzou Strip,"Inter-state war: Chad, Libya",Chad,TCD,Both
G3,Inter-state wars,War over the Aouzou Strip,"Inter-state war: Chad, Libya",Libya,LBY,Polity
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Belgium,BEL,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Bulgaria,BGR,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",France,FRA,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Germany,DEU,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Greece,GRC,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Italy,ITA,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Japan,JPN,Polity
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Portugal,PRT,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Romania,ROU,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Russian Federation (the),RUS,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Türkiye,TUR,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",United Kingdom of Great Britain and Northern Ireland (the),GBR,Both
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",United States of America (the),USA,Polity
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Yugoslavia,YUG,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Australia,AUS,Polity
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Belgium,BEL,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Brazil,BRA,Polity
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Bulgaria,BGR,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Canada,CAN,Polity
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",China,CHN,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Ethiopia,ETH,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Finland,FIN,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",France,FRA,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Germany,DEU,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Greece,GRC,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Hungary,HUN,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Italy,ITA,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Japan,JPN,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Mongolia,MNG,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia","Netherlands, Kingdom of the",NLD,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",New Zealand,NZL,Polity
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Norway,NOR,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Poland,POL,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Romania,ROU,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",United Kingdom of Great Britain and Northern Ireland (the),GBR,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",United States of America (the),USA,Polity
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",USSR,SUN,Both
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Yugoslavia,YUG,Both
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Egypt,EGY,Both
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Iraq,IRQ,Polity
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Israel,ISR,Both
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Jordan,JOR,Polity
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Saudi Arabia,SAU,Polity
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Syrian Arab Republic (the),SYR,Polity
