Category ID,Category,Event,Event description,Country
G14,Crowd crushes,"Vaishno Devi Temple stampede - Jammu and Kashmir, India","16 more injured during a crush at a Hindu shrine, triggered by a heavy rush of people coming to celebrate the New Year.",India
G14,Crowd crushes,"Yaoundé football crush - Yaoundé, Cameroon",Crush at Olembe Stadium to watch a 2021 Africa Cup of Nations football match between Cameroon and Comoros.,Cameroon
G14,Crowd crushes,"Port Harcourt stampede - Port Harcourt, Nigeria","Crush at a charity event at Port Harcourt Polo Club organised by Kings Assembly Pentecostal Church. Hundreds of people who had arrived hoping to receive free food and clothing broke through a fence, causing a panic.",Nigeria
G14,Crowd crushes,"Giza church fire - Giza, Egypt",A fire at the Abu Sefein Church caused panic and a crowd crush.,Egypt
G14,Crowd crushes,"Kanjuruhan Stadium disaster - Malang, East Java, Indonesia",Football fans were killed while fleeing from tear gas fired inside the stadium after a Super East Java Derby between Arema FC versus Persebaya Surabaya ended in a riot.,Indonesia
G14,Crowd crushes,"Seoul Halloween crowd crush - Seoul, South Korea","Crush at a narrow alley in the Itaewon district during Halloween celebrations; at least 172 more people were injured. In December 2022, the death of one survivor from suicide was ruled by authorities to have been caused by the disaster, legally declaring him the 159th victim.",South Korea
G14,Crowd crushes,"Unnamed - Kinshasa, Democratic Republic of Congo",Crush at a concert headlined by music star Fally Ipupa at the Martyrs' Stadium,Democratic Republic of Congo
G14,Crowd crushes,"Unnamed - Kandukur, Andhra Pradesh, India",Crush at a political rally as crowds gathered to hear a speech by former Chief Minister N. Chandrababu Naidu.,India
G14,Crowd crushes,"Freedom City mall crush - Kampala, Uganda",Crowds rushing to see a New Year's firework display got stuck in a narrow corridor in a shopping mall.,Uganda
G14,Crowd crushes,"Sanaa stampede - Sanaa, Yemen","Armed Houthis fired into the air in an attempt at crowd control during a Ramadan charity distribution event and hit an electrical wire, which exploded and caused panic among those waiting. More than 300 others were injured.",Yemen
G14,Crowd crushes,"San Salvador crowd crush - San Salvador, El Salvador","During a Primera División football match between Alianza F.C. and C.D. FAS, fans tried to enter Estadio Cuscatlán after the gates had been closed, leading to a crush after they overran the barricades. More than 500 others were injured.",El Salvador
